"Ensgid"	"hgnc_symbol"	"name"	"Adipose_Subcutaneous"	"Adipose_Visceral_Omentum"	"Adrenal_Gland"	"Artery_Aorta"	"Artery_Coronary"	"Artery_Tibial"	"Brain_Amygdala"	"Brain_Anterior_cingulate_cortex_BA24"	"Brain_Caudate_basal_ganglia"	"Brain_Cerebellar_Hemisphere"	"Brain_Cerebellum"	"Brain_Cortex"	"Brain_Frontal_Cortex_BA9"	"Brain_Hippocampus"	"Brain_Hypothalamus"	"Brain_Nucleus_accumbens_basal_ganglia"	"Brain_Putamen_basal_ganglia"	"Breast_Mammary_Tissue"	"Cells_Cultured_fibroblasts"	"Cells_EBV-transformed_lymphocytes"	"Colon_Sigmoid"	"Colon_Transverse"	"Esophagus_Gastroesophageal_Junction"	"Esophagus_Mucosa"	"Esophagus_Muscularis"	"Heart_Atrial_Appendage"	"Heart_Left_Ventricle"	"Kidney_Cortex"	"Liver"	"Lung"	"Minor_Salivary_Gland"	"Muscle_Skeletal"	"Nerve_Tibial"	"Ovary"	"Pancreas"	"Pituitary"	"Prostate"	"Skin_Not_Sun_Exposed_Suprapubic"	"Skin_Sun_Exposed_Lower_leg"	"Small_Intestine_Terminal_Ileum"	"Spleen"	"Stomach"	"Testis"	"Thyroid"	"Whole_Blood"
"ENSG00000123104"	"ITPR2"	"inositol 1,4,5-trisphosphate receptor type 2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.475489435897436	0.48110462962963	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.253817925925926	NA	NA	NA	NA	NA	NA	NA	NA	-0.276420058823529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.310524388888889	NA
"ENSG00000127124"	"HIVEP3"	"HIVEP zinc finger 3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.4100501	-0.364784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000137310"	"TCF19"	"transcription factor 19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.314915868421053	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.185765	NA
"ENSG00000137806"	"NDUFAF1"	"NADH:ubiquinone oxidoreductase complex assembly factor 1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.382331	NA	NA	NA	NA	NA	NA	-0.379732	NA	NA	NA	NA	NA	-0.630538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000138675"	"FGF5"	"fibroblast growth factor 5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.626955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000140718"	"FTO"	"FTO alpha-ketoglutarate dependent dioxygenase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1469888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000145425"	"RPS3A"	"ribosomal protein S3A"	-0.383071210526316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.243917142857143	NA	NA	-0.502464435897436	NA	-0.328760727272727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.558737571428572	-0.719794272727273	NA	NA
"ENSG00000151665"	"PIGF"	"phosphatidylinositol glycan anchor biosynthesis class F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1617205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000154342"	"WNT3A"	"Wnt family member 3A"	NA	NA	NA	NA	NA	NA	NA	NA	0.539416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000154358"	"OBSCN"	"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.380915	NA	NA	NA	NA	NA	NA	0.208970875	NA	NA	NA	NA	-0.212606857142857	NA	NA	NA	NA	NA	NA	NA	NA	0.29513525	NA	NA	NA	NA	-0.18861725	-0.17136225	NA	NA	NA	NA	NA	NA
"ENSG00000157833"	"GAREM2"	"GRB2 associated regulator of MAPK1 subtype 2"	0.327346034246575	0.320417847222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.222101559210526	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.229275530612245	NA	0.210272961538462	0.298811834586466	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3288015	0.260396	NA
"ENSG00000162913"	"OBSCN-AS1"	"OBSCN antisense RNA 1"	NA	0.228048666666667	NA	NA	NA	NA	NA	NA	NA	NA	0.405837	NA	NA	NA	NA	NA	NA	0.1903232	0.287491166666667	NA	NA	NA	NA	NA	NA	NA	NA	0.509653	NA	0.247444166666667	NA	NA	0.2595765	NA	0.3022035	0.33072225	NA	NA	NA	NA	0.33439125	0.3238855	NA	0.194384375	NA
"ENSG00000164008"	"C1orf50"	"chromosome 1 open reading frame 50"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.48547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.285513	NA	NA	NA	NA	NA	NA	-0.219484	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000166763"	"STRCP1"	"stereocilin pseudogene 1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.581435	NA	NA	NA	NA	NA	NA	NA	-0.6609895	-0.49345	NA	NA	NA	NA	NA	NA
"ENSG00000168621"	"GDNF"	"glial cell derived neurotrophic factor"	NA	NA	NA	NA	NA	-0.0575943518518519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000173567"	"ADGRF3"	"adhesion G protein-coupled receptor F3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.365579	NA	NA	NA
"ENSG00000177000"	"MTHFR"	"methylenetetrahydrofolate reductase"	0.319901860465116	NA	NA	NA	NA	0.215795666666667	NA	NA	NA	0.681279	0.865334780487805	NA	NA	NA	NA	NA	NA	NA	0.18753697080292	0.731027666666667	NA	NA	NA	NA	0.289484310344828	NA	NA	NA	NA	NA	NA	0.223849	NA	NA	NA	NA	NA	0.276756844444444	0.243088592592593	NA	NA	NA	NA	NA	0.638140854014599
"ENSG00000177868"	"SVBP"	"small vasohibin binding protein"	NA	NA	NA	0.29146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.249962	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000181873"	"IBA57"	"iron-sulfur cluster assembly factor IBA57"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.23522625	NA	NA	NA	NA	-0.246989	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.239561166666667
"ENSG00000187600"	"LINC02583"	"long intergenic non-protein coding RNA 2583"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.2038655	NA	NA
"ENSG00000196260"	"SFTA2"	"surfactant associated 2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.293748642857143	NA
"ENSG00000197748"	"CFAP43"	"cilia and flagella associated protein 43"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.252109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.140186	NA
"ENSG00000204463"	"BAG6"	"BAG cochaperone 6"	NA	NA	NA	NA	NA	0.250713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000204525"	"HLA-C"	"major histocompatibility complex, class I, C"	NA	NA	-0.672115527777778	-0.871635410958904	NA	-0.479876465753425	-0.689994	NA	-0.514430569444444	-0.842352	-0.72288301369863	-0.563819943661972	NA	-0.702525356164383	-0.583954055555556	-0.546129402777778	NA	NA	-0.789337773809524	NA	-0.56113202739726	NA	-0.594605945205479	-0.53657395890411	-0.601524136986301	-0.449237402777778	-0.510291356164384	NA	-0.659034819444444	-0.507895917808219	NA	-0.606730226190476	-0.316633659090909	NA	-0.767057739726027	-0.862167520547945	NA	-0.489944178082192	-0.534547356164384	NA	NA	NA	-0.563421863013699	-0.515653698630137	-0.224705666666667
"ENSG00000204528"	"PSORS1C3"	"psoriasis susceptibility 1 candidate 3"	0.42396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.497128684210526	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.272518956521739
"ENSG00000204531"	"POU5F1"	"POU class 5 homeobox 1"	NA	NA	NA	NA	NA	-0.376173857142857	NA	NA	NA	NA	-0.660309785714286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.338747428571429	NA	NA	NA	NA	-0.471362714285714	NA	NA	-0.412416909090909	NA	NA	NA	NA	-0.467236142857143	-0.434520928571429	NA	NA	NA	-0.472011636363636	-0.355342909090909	NA
"ENSG00000204536"	"CCHCR1"	"coiled-coil alpha-helical rod protein 1"	NA	NA	NA	NA	NA	-0.285093139534884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.21353124137931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.495460448275862	NA	NA	NA	NA	NA	NA	-0.2046	NA	NA	NA	-0.528097310344828	NA	NA
"ENSG00000204538"	"PSORS1C2"	"psoriasis susceptibility 1 candidate 2"	0.552225885057471	0.542275528735632	0.69342275	0.570973428571429	NA	0.457173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.523146172413793	NA	0.582332785714286	NA	0.4899947	0.593381315789474	0.522418448275862	NA	NA	NA	NA	0.657010804597701	NA	NA	0.487514141176471	NA	NA	NA	0.634224727272727	NA	NA	NA	NA	0.439805625	NA	0.535341609195402	NA
"ENSG00000204539"	"CDSN"	"corneodesmosin"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.16539526744186	NA	NA	NA	NA	NA	NA
"ENSG00000204540"	"PSORS1C1"	"psoriasis susceptibility 1 candidate 1"	0.393349819277108	0.415005356321839	NA	NA	NA	0.460623172413793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.46651216091954	NA	NA	NA	NA	0.528788345238095	NA	NA	NA	NA	NA	0.398398	NA	0.343147357142857	0.497095154761905	NA	NA	NA	NA	0.45159925	0.316688384615385	NA	NA	NA	NA	NA	NA
"ENSG00000205771"	"CATSPER2P1"	"cation channel sperm associated 2 pseudogene 1"	NA	-0.701115	NA	-1.024055	NA	-0.79513	NA	-1.00932	-1.02851	NA	NA	-1.08375	NA	NA	NA	NA	NA	-0.7437645	-0.7468	NA	NA	NA	NA	-0.892625	NA	-0.8702265	NA	NA	NA	NA	NA	-0.6452975	-1.0078255	NA	NA	NA	NA	NA	-0.7604315	NA	NA	NA	-0.7120605	-0.6897975	NA
"ENSG00000206344"	"HCG27"	"HLA complex group 27"	0.587933804597701	0.441609850574713	0.586943643835616	0.304386931506849	0.458474541666667	0.400879103448276	NA	NA	0.826536942528736	0.677271862068966	0.742115528735632	0.659347684931507	0.617960552631579	0.582266	NA	0.632334109589041	0.749028767123288	0.545545424657534	0.47966175	0.718650441558442	0.474341034482759	0.487141684931507	0.416992228915663	0.498951988505747	0.448479908045977	0.575832885057471	0.486469816091954	NA	0.586655793103448	0.483493	0.777613458333333	0.380513559523809	0.698975137931034	0.518146594202899	0.652560292682927	0.843275287671233	0.587314849315068	0.457904616438356	0.530928630952381	0.4755251	0.397844476190476	0.543257540229885	0.564078876712329	0.51566616091954	0.214135804597701
"ENSG00000215910"	"C1orf167"	"chromosome 1 open reading frame 167"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.903777363636364	NA	NA	NA	NA	NA	NA	NA	NA	-0.289055379562044	NA	NA
"ENSG00000225851"	"HLA-S"	"major histocompatibility complex, class I, S (pseudogene)"	0.659417428571429	0.630414047619048	NA	0.5829836	0.620137	0.453419096385542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.716205952380952	NA	NA	NA	0.504176581395349	NA	NA	NA	NA	NA	NA	NA	0.617360190476191	NA	NA	0.481779633802817	NA	NA	NA	0.730773723404255	0.589603226190476	0.593842511904762	NA	NA	NA	NA	0.467436684931507	0.605377091954023
"ENSG00000227110"	"LMCD1-AS1"	"LMCD1 antisense RNA 1"	0.303566164383562	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.344166714285714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.295829014705882	NA	NA	NA	NA	NA	NA	0.247396615384615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.291120493333333	NA
"ENSG00000228789"	"HCG22"	"HLA complex group 22 (gene/pseudogene)"	-0.373732857142857	-0.388783	NA	NA	NA	-0.289251363636364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.447974928571429	NA	-0.718033	NA	NA	NA	NA	NA	-0.551408714285714	-0.386091	NA	NA	NA	NA	NA	-0.428525428571429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000231402"	"WASF5P"	"WASP family member 5, pseudogene"	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.655475	-0.902813205479452	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.718549166666667	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000234745"	"HLA-B"	"major histocompatibility complex, class I, B"	0.273829178571429	0.259847	NA	NA	NA	0.167161746031746	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.397129214285714	NA	0.247433	NA	NA	NA	NA	NA	NA	0.276313793650794	NA	NA	NA	NA	NA	NA	0.21981574137931	0.295392571428571	NA	0.3609765	NA	NA	NA	0.2562258	NA	NA	NA	-0.621006712328767	NA	NA
"ENSG00000242349"	"ENSG00000242349"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.408342388888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.596519462264151
"ENSG00000243753"	"HLA-L"	"major histocompatibility complex, class I, L (pseudogene)"	0.495110929824561	0.478184280701754	NA	NA	NA	0.3242435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59547397826087	0.569992	NA	NA	0.560234886363636	NA	0.417126333333333	NA	NA	0.4063545	NA	NA	0.431624421052632	NA	0.468560260869565	0.4090622	NA	0.577807702702703	NA	NA	0.588225086956522	0.518409684210526	NA	NA	0.531075585365854	NA	0.358168684210526	0.737142561403509
"ENSG00000247556"	"OIP5-AS1"	"OIP5 antisense RNA 1"	0.308594	0.302538	NA	NA	NA	0.250885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.357564	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.283501	NA	NA	NA	NA	NA	0.333076	NA	NA	NA	NA	0.289788	NA
"ENSG00000248587"	"GDNF-AS1"	"GDNF antisense RNA 1"	NA	NA	NA	NA	NA	-0.0424706428571429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000250565"	"ATP6V1E2"	"ATPase H+ transporting V1 subunit E2"	-0.286719287878788	-0.288973307692308	-0.376954952380952	-0.362079818181818	NA	-0.304705924242424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.310676666666667	-0.308344939393939	NA	-0.387363523076923	-0.285874953488372	-0.333866	-0.353688090909091	-0.335280106060606	-0.380895403225806	-0.315704717948718	NA	NA	-0.261034403225806	NA	-0.286202606060606	-0.2630875	NA	NA	NA	NA	-0.280144261538462	-0.257925348484848	NA	-0.46702	-0.347116105263158	NA	-0.236622	-0.158257111111111
"ENSG00000255968"	"ENSG00000255968"	"novel transcript to ITPR2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.66379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000261272"	"MUC22"	"mucin 22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.2837168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000270110"	"ENSG00000270110"	"novel transcript, antisense to OBSCN"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.1810608	-0.276266	NA	NA	NA	NA	NA	NA
"ENSG00000271581"	"ENSG00000271581"	"HLA complex group 4 (HCG4) pseudogene"	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.89830401369863	-0.945057219178082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.441808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.497538528735632
"ENSG00000272221"	"ENSG00000272221"	"novel transcript"	-0.510896232876712	-0.455096983333333	NA	-0.573734430555556	NA	-0.612291684931507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.54405775	-0.45005	-0.94843	-0.583810602739726	-0.594539191780822	-0.711206702380952	-0.417745090909091	-0.60469297260274	NA	NA	NA	NA	-0.534917315068493	NA	-0.459800726027397	-0.450976305084746	NA	NA	NA	NA	-0.480750983050847	-0.476829712328767	NA	NA	NA	NA	-0.48936195890411	-0.294655811320755
"ENSG00000272501"	"ENSG00000272501"	"novel transcript, antisense to HCG27"	NA	NA	NA	NA	NA	-0.360890890410959	NA	NA	NA	-0.478994803921569	NA	-0.556482338028169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.412012739726027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.330291757142857	NA	NA	NA	NA	NA	-0.199599726027397
"ENSG00000277402"	"MIR6891"	"microRNA 6891"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.426078383561644	0.329964230769231
"ENSG00000278727"	"ENSG00000278727"	"novel transcript"	NA	-0.2620285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000279254"	"ENSG00000279254"	"TEC"	-0.235316125	NA	NA	NA	NA	NA	NA	NA	-0.430959076923077	NA	-0.484275	-0.504468633333333	NA	NA	NA	-0.466059363636364	NA	NA	NA	NA	NA	NA	NA	NA	-0.233752736842105	NA	NA	NA	NA	NA	NA	NA	-0.251704869565217	NA	NA	-0.479004764705882	NA	-0.302122540540541	-0.240152411764706	NA	NA	NA	NA	NA	NA
"ENSG00000281392"	"ENSG00000281392"	"long intergenic non-protein coding RNA 506"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.325702458333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.493215764705882	NA	NA
