"Ensgid"	"rsid"	"near_id"	"dist"	"hgnc_symbol"	"name"
"ENSG00000005810"	"rs139433634"	"ENSG00000005810//MYCBP2"	0	"MYCBP2"	"MYC binding protein 2"
"ENSG00000005810"	"rs9530631"	"ENSG00000005810//MYCBP2"	0	"MYCBP2"	"MYC binding protein 2"
"ENSG00000005810"	"rs9544452"	"ENSG00000005810//MYCBP2"	0	"MYCBP2"	"MYC binding protein 2"
"ENSG00000005810"	"rs7323733"	"ENSG00000005810//MYCBP2"	0	"MYCBP2"	"MYC binding protein 2"
"ENSG00000005810"	"rs9530635"	"ENSG00000005810//MYCBP2"	0	"MYCBP2"	"MYC binding protein 2"
"ENSG00000005810"	"rs9530626"	"ENSG00000005810//MYCBP2"	0	"MYCBP2"	"MYC binding protein 2"
"ENSG00000005810"	"rs9530624"	"ENSG00000005810//MYCBP2"	0	"MYCBP2"	"MYC binding protein 2"
"ENSG00000005810"	"rs2274547"	"ENSG00000005810//MYCBP2"	0	"MYCBP2"	"MYC binding protein 2"
"ENSG00000005810"	"rs34401764"	"ENSG00000005810//MYCBP2"	0	"MYCBP2"	"MYC binding protein 2"
"ENSG00000005810"	"rs71102733"	"ENSG00000005810//MYCBP2"	0	"MYCBP2"	"MYC binding protein 2"
"ENSG00000005810"	"rs71102742"	"ENSG00000005810//MYCBP2"	4424	"MYCBP2"	"MYC binding protein 2"
"ENSG00000005810"	"rs7986578"	"ENSG00000005810//MYCBP2"	7747	"MYCBP2"	"MYC binding protein 2"
"ENSG00000005810"	"rs9318468"	"ENSG00000005810//MYCBP2"	0	"MYCBP2"	"MYC binding protein 2"
"ENSG00000005810"	"rs2185468"	"ENSG00000005810//MYCBP2"	0	"MYCBP2"	"MYC binding protein 2"
"ENSG00000005810"	"rs9318466"	"ENSG00000005810//MYCBP2"	0	"MYCBP2"	"MYC binding protein 2"
"ENSG00000005810"	"rs7989377"	"ENSG00000005810//MYCBP2"	0	"MYCBP2"	"MYC binding protein 2"
"ENSG00000005812"	"rs591576"	"ENSG00000005812//FBXL3"	0	"FBXL3"	"F-box and leucine rich repeat protein 3"
"ENSG00000005812"	"rs606861"	"ENSG00000005812//FBXL3"	0	"FBXL3"	"F-box and leucine rich repeat protein 3"
"ENSG00000005812"	"rs851516"	"ENSG00000005812//FBXL3"	0	"FBXL3"	"F-box and leucine rich repeat protein 3"
"ENSG00000007047"	"rs35569326"	"ENSG00000007047//MARK4"	0	"MARK4"	"microtubule affinity regulating kinase 4"
"ENSG00000007047"	"rs73036519"	"ENSG00000007047//MARK4"	0	"MARK4"	"microtubule affinity regulating kinase 4"
"ENSG00000007047"	"rs17356664"	"ENSG00000007047//MARK4"	0	"MARK4"	"microtubule affinity regulating kinase 4"
"ENSG00000007047"	"rs346747"	"ENSG00000007047//MARK4"	0	"MARK4"	"microtubule affinity regulating kinase 4"
"ENSG00000007047"	"rs8109472"	"ENSG00000007047//MARK4"	0	"MARK4"	"microtubule affinity regulating kinase 4"
"ENSG00000007047"	"rs11667829"	"ENSG00000007047//MARK4"	0	"MARK4"	"microtubule affinity regulating kinase 4"
"ENSG00000007047"	"rs67915086"	"ENSG00000007047//MARK4"	0	"MARK4"	"microtubule affinity regulating kinase 4"
"ENSG00000007047"	"rs346746"	"ENSG00000007047//MARK4"	0	"MARK4"	"microtubule affinity regulating kinase 4"
"ENSG00000007047"	"rs346750"	"ENSG00000007047//MARK4"	0	"MARK4"	"microtubule affinity regulating kinase 4"
"ENSG00000007047"	"rs346748"	"ENSG00000007047//MARK4"	0	"MARK4"	"microtubule affinity regulating kinase 4"
"ENSG00000011021"	"rs17376286"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs72640247"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs55994631"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs17037434"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs6687229"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs56153133"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs6701960"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs35345671"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs138252948"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs2236796"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs72640258"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs17037427"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs2076001"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs55857306"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs2050265"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs72640262"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs2076004"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs147124396"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs72640252"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs72640249"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs142489028"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs41275472"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs6699618"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs116422234"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs140586031"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs17037429"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs6699270"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs17037432"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs149555792"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs17037435"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs201340576"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs12564002"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs12565990"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs143553702"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs55738737"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs56190030"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs145628269"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs72640257"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs6697335"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs12564593"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs6699827"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs2076002"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs145641960"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs114083374"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs149393118"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs72640251"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs17037425"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs56043629"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs34377596"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs55814225"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs41275488"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs113289271"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs2236797"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs12567119"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs17037452"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs12567136"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs145724263"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs72640244"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs149002827"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs7537765"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs55800247"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs72640253"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs139569786"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs146777460"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs57441762"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs2075538"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs6691440"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs55788159"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs114540413"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs144795462"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs138460149"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs41275478"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs55851065"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs138473600"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs72640267"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs142218582"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs72640243"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs56221660"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011021"	"rs149764880"	"ENSG00000011021//CLCN6"	0	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000018408"	"rs61523912"	"ENSG00000018408//WWTR1"	0	"WWTR1"	"WW domain containing transcription regulator 1"
"ENSG00000018408"	"rs28431222"	"ENSG00000018408//WWTR1"	1129	"WWTR1"	"WW domain containing transcription regulator 1"
"ENSG00000018408"	"rs17195631"	"ENSG00000018408//WWTR1"	0	"WWTR1"	"WW domain containing transcription regulator 1"
"ENSG00000018408"	"rs76634393"	"ENSG00000018408//WWTR1"	0	"WWTR1"	"WW domain containing transcription regulator 1"
"ENSG00000018408"	"rs59909742"	"ENSG00000018408//WWTR1"	0	"WWTR1"	"WW domain containing transcription regulator 1"
"ENSG00000018408"	"rs17787940"	"ENSG00000018408//WWTR1"	0	"WWTR1"	"WW domain containing transcription regulator 1"
"ENSG00000018408"	"rs17195603"	"ENSG00000018408//WWTR1"	5038	"WWTR1"	"WW domain containing transcription regulator 1"
"ENSG00000018408"	"rs143241023"	"ENSG00000018408//WWTR1"	0	"WWTR1"	"WW domain containing transcription regulator 1"
"ENSG00000018408"	"rs17787916"	"ENSG00000018408//WWTR1"	2126	"WWTR1"	"WW domain containing transcription regulator 1"
"ENSG00000018408"	"rs17195637"	"ENSG00000018408//WWTR1"	0	"WWTR1"	"WW domain containing transcription regulator 1"
"ENSG00000018408"	"rs77702584"	"ENSG00000018408//WWTR1"	0	"WWTR1"	"WW domain containing transcription regulator 1"
"ENSG00000018408"	"rs75045913"	"ENSG00000018408//WWTR1"	0	"WWTR1"	"WW domain containing transcription regulator 1"
"ENSG00000023318"	"rs57875316"	"ENSG00000023318//ERP44"	0	"ERP44"	"endoplasmic reticulum protein 44"
"ENSG00000023318"	"rs14297"	"ENSG00000023318//ERP44"	0	"ERP44"	"endoplasmic reticulum protein 44"
"ENSG00000023318"	"rs10988932"	"ENSG00000023318//ERP44"	0	"ERP44"	"endoplasmic reticulum protein 44"
"ENSG00000023318"	"rs7873545"	"ENSG00000023318//ERP44"	0	"ERP44"	"endoplasmic reticulum protein 44"
"ENSG00000023318"	"rs10760707"	"ENSG00000023318//ERP44"	0	"ERP44"	"endoplasmic reticulum protein 44"
"ENSG00000023318"	"rs10760708"	"ENSG00000023318//ERP44"	0	"ERP44"	"endoplasmic reticulum protein 44"
"ENSG00000023318"	"rs146943491"	"ENSG00000023318//ERP44"	0	"ERP44"	"endoplasmic reticulum protein 44"
"ENSG00000023318"	"rs10988936"	"ENSG00000023318//ERP44"	0	"ERP44"	"endoplasmic reticulum protein 44"
"ENSG00000023318"	"rs58374187"	"ENSG00000023318//ERP44"	0	"ERP44"	"endoplasmic reticulum protein 44"
"ENSG00000023318"	"rs7020150"	"ENSG00000023318//ERP44"	0	"ERP44"	"endoplasmic reticulum protein 44"
"ENSG00000023318"	"rs10988944"	"ENSG00000023318//ERP44"	0	"ERP44"	"endoplasmic reticulum protein 44"
"ENSG00000023318"	"rs10988948"	"ENSG00000023318//ERP44"	0	"ERP44"	"endoplasmic reticulum protein 44"
"ENSG00000023318"	"rs11515448"	"ENSG00000023318//ERP44"	0	"ERP44"	"endoplasmic reticulum protein 44"
"ENSG00000023318"	"rs7026341"	"ENSG00000023318//ERP44"	0	"ERP44"	"endoplasmic reticulum protein 44"
"ENSG00000023318"	"rs7026529"	"ENSG00000023318//ERP44"	0	"ERP44"	"endoplasmic reticulum protein 44"
"ENSG00000023318"	"rs7028939"	"ENSG00000023318//ERP44"	0	"ERP44"	"endoplasmic reticulum protein 44"
"ENSG00000023318"	"rs7043946"	"ENSG00000023318//ERP44"	0	"ERP44"	"endoplasmic reticulum protein 44"
"ENSG00000023318"	"rs10819721"	"ENSG00000023318//ERP44"	0	"ERP44"	"endoplasmic reticulum protein 44"
"ENSG00000023318"	"rs10988952"	"ENSG00000023318//ERP44"	0	"ERP44"	"endoplasmic reticulum protein 44"
"ENSG00000023318"	"rs10988954"	"ENSG00000023318//ERP44"	0	"ERP44"	"endoplasmic reticulum protein 44"
"ENSG00000023318"	"rs7022643"	"ENSG00000023318//ERP44"	0	"ERP44"	"endoplasmic reticulum protein 44"
"ENSG00000023318"	"rs10988955"	"ENSG00000023318//ERP44"	0	"ERP44"	"endoplasmic reticulum protein 44"
"ENSG00000023318"	"rs10988956"	"ENSG00000023318//ERP44"	0	"ERP44"	"endoplasmic reticulum protein 44"
"ENSG00000023318"	"rs202031558"	"ENSG00000023318//ERP44"	0	"ERP44"	"endoplasmic reticulum protein 44"
"ENSG00000023318"	"rs10988957"	"ENSG00000023318//ERP44"	0	"ERP44"	"endoplasmic reticulum protein 44"
"ENSG00000023318"	"rs7867803"	"ENSG00000023318//ERP44"	0	"ERP44"	"endoplasmic reticulum protein 44"
"ENSG00000023318"	"rs10988960"	"ENSG00000023318//ERP44"	0	"ERP44"	"endoplasmic reticulum protein 44"
"ENSG00000023318"	"rs73505717"	"ENSG00000023318//ERP44"	0	"ERP44"	"endoplasmic reticulum protein 44"
"ENSG00000023318"	"rs112652609"	"ENSG00000023318//ERP44"	0	"ERP44"	"endoplasmic reticulum protein 44"
"ENSG00000023318"	"rs10988964"	"ENSG00000023318//ERP44"	0	"ERP44"	"endoplasmic reticulum protein 44"
"ENSG00000023318"	"rs1529195"	"ENSG00000023318//ERP44"	0	"ERP44"	"endoplasmic reticulum protein 44"
"ENSG00000023318"	"rs10988966"	"ENSG00000023318//ERP44"	0	"ERP44"	"endoplasmic reticulum protein 44"
"ENSG00000023318"	"rs10988967"	"ENSG00000023318//ERP44"	0	"ERP44"	"endoplasmic reticulum protein 44"
"ENSG00000023318"	"rs7849323"	"ENSG00000023318//ERP44"	0	"ERP44"	"endoplasmic reticulum protein 44"
"ENSG00000023318"	"rs75482070"	"ENSG00000023318//ERP44"	0	"ERP44"	"endoplasmic reticulum protein 44"
"ENSG00000023318"	"rs7868446"	"ENSG00000023318//ERP44"	0	"ERP44"	"endoplasmic reticulum protein 44"
"ENSG00000023318"	"rs7870469"	"ENSG00000023318//ERP44"	0	"ERP44"	"endoplasmic reticulum protein 44"
"ENSG00000040731"	"rs6889900"	"ENSG00000040731//CDH10"	0	"CDH10"	"cadherin 10"
"ENSG00000040731"	"rs34279826"	"ENSG00000040731//CDH10"	0	"CDH10"	"cadherin 10"
"ENSG00000040731"	"rs7722876"	"ENSG00000040731//CDH10"	0	"CDH10"	"cadherin 10"
"ENSG00000040731"	"rs7722868"	"ENSG00000040731//CDH10"	0	"CDH10"	"cadherin 10"
"ENSG00000040731"	"rs62349586"	"ENSG00000040731//CDH10"	0	"CDH10"	"cadherin 10"
"ENSG00000040731"	"rs2319469"	"ENSG00000040731//CDH10"	0	"CDH10"	"cadherin 10"
"ENSG00000040731"	"rs2873985"	"ENSG00000040731//CDH10"	0	"CDH10"	"cadherin 10"
"ENSG00000040731"	"rs4455523"	"ENSG00000040731//CDH10"	0	"CDH10"	"cadherin 10"
"ENSG00000040731"	"rs4601009"	"ENSG00000040731//CDH10"	0	"CDH10"	"cadherin 10"
"ENSG00000040731"	"rs12653166"	"ENSG00000040731//CDH10"	0	"CDH10"	"cadherin 10"
"ENSG00000040731"	"rs6888670"	"ENSG00000040731//CDH10"	0	"CDH10"	"cadherin 10"
"ENSG00000040731"	"rs67938205"	"ENSG00000040731//CDH10"	0	"CDH10"	"cadherin 10"
"ENSG00000040731"	"rs5866671"	"ENSG00000040731//CDH10"	0	"CDH10"	"cadherin 10"
"ENSG00000040731"	"rs6892196"	"ENSG00000040731//CDH10"	0	"CDH10"	"cadherin 10"
"ENSG00000040731"	"rs1847841"	"ENSG00000040731//CDH10"	0	"CDH10"	"cadherin 10"
"ENSG00000040731"	"rs6867061"	"ENSG00000040731//CDH10"	0	"CDH10"	"cadherin 10"
"ENSG00000040731"	"rs10805764"	"ENSG00000040731//CDH10"	0	"CDH10"	"cadherin 10"
"ENSG00000040731"	"rs1910964"	"ENSG00000040731//CDH10"	0	"CDH10"	"cadherin 10"
"ENSG00000040731"	"rs10462251"	"ENSG00000040731//CDH10"	0	"CDH10"	"cadherin 10"
"ENSG00000040731"	"rs1505885"	"ENSG00000040731//CDH10"	0	"CDH10"	"cadherin 10"
"ENSG00000040731"	"rs10473697"	"ENSG00000040731//CDH10"	0	"CDH10"	"cadherin 10"
"ENSG00000040731"	"rs62349562"	"ENSG00000040731//CDH10"	0	"CDH10"	"cadherin 10"
"ENSG00000040731"	"rs17457987"	"ENSG00000040731//CDH10"	0	"CDH10"	"cadherin 10"
"ENSG00000040731"	"rs2319473"	"ENSG00000040731//CDH10"	0	"CDH10"	"cadherin 10"
"ENSG00000040731"	"rs144727070"	"ENSG00000040731//CDH10"	0	"CDH10"	"cadherin 10"
"ENSG00000040731"	"rs70965614"	"ENSG00000040731//CDH10"	0	"CDH10"	"cadherin 10"
"ENSG00000040731"	"rs62349575"	"ENSG00000040731//CDH10"	0	"CDH10"	"cadherin 10"
"ENSG00000040731"	"rs9293135"	"ENSG00000040731//CDH10"	0	"CDH10"	"cadherin 10"
"ENSG00000040731"	"rs72749780"	"ENSG00000040731//CDH10"	0	"CDH10"	"cadherin 10"
"ENSG00000040731"	"rs9293137"	"ENSG00000040731//CDH10"	0	"CDH10"	"cadherin 10"
"ENSG00000040731"	"rs12109932"	"ENSG00000040731//CDH10"	0	"CDH10"	"cadherin 10"
"ENSG00000040731"	"rs9293138"	"ENSG00000040731//CDH10"	0	"CDH10"	"cadherin 10"
"ENSG00000040731"	"rs6892384"	"ENSG00000040731//CDH10"	0	"CDH10"	"cadherin 10"
"ENSG00000040731"	"rs5023913"	"ENSG00000040731//CDH10"	0	"CDH10"	"cadherin 10"
"ENSG00000040731"	"rs10689765"	"ENSG00000040731//CDH10"	0	"CDH10"	"cadherin 10"
